strategy,month,portfolio_return,pnl,equity,prev_equity,n_positions,regime_on,cost_dollars,commission_bps_per_side,slippage_bps_per_side,round_trip_bps,per_position_dollars,sizing_method,source_strategy
improved_4_stop5_take10_top10,2008-01-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-02-29,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-03-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-04-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-05-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-06-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-07-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-08-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-09-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-10-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-11-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2008-12-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-01-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-02-28,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-03-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-04-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-05-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-06-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-08-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-09-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-10-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-11-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2009-12-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-01-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-02-28,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-05-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-06-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-08-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-09-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-10-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-11-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2010-12-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-01-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-02-28,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-05-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-06-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-08-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-09-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-10-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-11-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2011-12-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-01-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-02-29,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-05-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-06-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-08-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-09-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-10-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-11-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2012-12-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-01-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-02-28,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-05-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-06-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-08-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-09-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-10-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-11-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2013-12-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-01-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-02-28,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-05-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-06-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-08-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-09-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-10-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-11-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2014-12-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-01-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-02-28,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-05-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-06-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-08-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-09-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-10-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-11-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2015-12-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-01-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-02-29,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-05-31,0.03471787193451331,34717.871934513314,1034717.8719345133,1000000.0,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-06-30,0.02148714419672494,22233.132117185258,1056951.0040516986,1034717.8719345133,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-07-31,0.01854957127391515,19605.98798269316,1076556.9920343917,1056951.0040516986,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-08-31,-0.008585433756642707,-9242.7087403618,1067314.28329403,1076556.9920343917,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-09-30,-0.01933507016355459,-20636.59655405405,1046677.6867399759,1067314.28329403,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-10-31,0.0,0.0,1046677.6867399759,1046677.6867399759,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-11-30,-0.00306118738751951,-3204.076533446511,1043473.6102065294,1046677.6867399759,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2016-12-31,0.006558164389866482,6843.271472221879,1050316.8816787512,1043473.6102065294,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-01-31,0.0,0.0,1050316.8816787512,1050316.8816787512,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-02-28,0.0,0.0,1050316.8816787512,1050316.8816787512,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-03-31,0.01492974262932295,15680.960722696802,1065997.842401448,1050316.8816787512,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-04-30,0.039741248851295194,42364.0855298197,1108361.9279312675,1065997.842401448,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-05-31,0.0,0.0,1108361.9279312675,1108361.9279312675,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-06-30,0.019137768293591963,21211.573762187472,1129573.501693455,1108361.9279312675,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-07-31,0.0,0.0,1129573.501693455,1129573.501693455,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-08-31,0.0,0.0,1129573.501693455,1129573.501693455,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-09-30,0.0,0.0,1129573.501693455,1129573.501693455,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-10-31,0.026572801399772725,30015.932326946022,1159589.434020401,1129573.501693455,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-11-30,0.0022936187792886925,2659.656102133938,1162249.090122535,1159589.434020401,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2017-12-31,0.048459532815469636,56322.047922542704,1218571.1380450777,1162249.090122535,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-01-31,0.0,0.0,1218571.1380450777,1218571.1380450777,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-02-28,-0.02890762485337229,-35225.997315754044,1183345.1407293237,1218571.1380450777,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-03-31,0.0037697876293215906,4460.959872739221,1187806.100602063,1183345.1407293237,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-04-30,0.03934842950556912,46738.30461582521,1234544.405217888,1187806.100602063,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-05-31,-0.007283891948378389,-8992.288053082162,1225552.117164806,1234544.405217888,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-06-30,0.05267372624703517,64554.39672101336,1290106.5138858194,1225552.117164806,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-07-31,0.0,0.0,1290106.5138858194,1290106.5138858194,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-08-31,0.0,0.0,1290106.5138858194,1290106.5138858194,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-09-30,-0.038756489841601745,-50000.0,1240106.5138858194,1290106.5138858194,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-10-31,0.0,0.0,1240106.5138858194,1240106.5138858194,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-11-30,-0.04031911730172854,-50000.0,1190106.5138858194,1240106.5138858194,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
improved_4_stop5_take10_top10,2018-12-31,0.0,0.0,1190106.5138858194,1190106.5138858194,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash,improved_4_stop5_take10_top10
