date,ticker,reason,is_buy,status,exectype,size,price,value,commission
2016-06-02,CL,rebalance_entry,True,Completed,0,1777,56.1260901048,99736.0621162296,0.0
2016-06-02,CLX,rebalance_entry,True,Completed,0,1034,96.7665044401,100056.5655910634,0.0
2016-06-02,KLAC,rebalance_entry,True,Completed,0,1610,61.963856373300004,99761.808761013,0.0
2016-06-02,KMB,rebalance_entry,True,Completed,0,1103,90.5130727182,99835.91920817459,0.0
2016-06-02,LII,rebalance_entry,True,Completed,0,815,122.3197340687,99690.5832659905,0.0
2016-06-02,LMT,rebalance_entry,True,Completed,0,547,182.6604960448,99915.2913365056,0.0
2016-06-02,MO,rebalance_entry,True,Completed,0,3060,32.6238595539,99829.01023493399,0.0
2016-06-02,MSI,rebalance_entry,True,Completed,0,1687,59.25037058230001,99955.37517234011,0.0
2016-06-02,SPGI,rebalance_entry,True,Completed,0,989,100.560051022,99453.89046075799,0.0
2016-06-02,UPS,rebalance_entry,True,Completed,0,1421,70.2399549351,99810.9759627771,0.0
2016-06-27,SPGI,stop_loss,False,Completed,3,-989,90.50404591979999,99453.89046075799,0.0
2016-06-27,SPGI,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-07-05,LMT,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-07-05,LMT,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-07-05,CHTR,rebalance_entry,True,Margin,0,0,0.0,0.0,0.0
2016-07-05,SPGI,rebalance_entry,True,Margin,0,0,0.0,0.0,0.0
2016-07-06,LMT,rebalance_exit,False,Completed,0,-547,192.4942320683,99915.2913365056,0.0
2016-08-02,CL,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-08-02,CL,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-08-02,SPGI,rebalance_entry,True,Margin,0,0,0.0,0.0,0.0
2016-08-02,YUM,rebalance_entry,True,Margin,0,0,0.0,0.0,0.0
2016-08-02,CHTR,rebalance_entry,True,Completed,0,423,237.51,100466.73,0.0
2016-08-03,CL,rebalance_exit,False,Completed,0,-1777,59.607131196800005,99736.0621162296,0.0
2016-09-02,CHTR,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-09-02,CHTR,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-09-02,MSI,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-09-02,MSI,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-09-02,TSN,rebalance_entry,True,Margin,0,0,0.0,0.0,0.0
2016-09-02,YUM,rebalance_entry,True,Margin,0,0,0.0,0.0,0.0
2016-09-02,AMAT,rebalance_entry,True,Completed,0,3669,27.3451245053,100329.2618099457,0.0
2016-09-02,SPGI,rebalance_entry,True,Completed,0,881,113.97119810999999,100408.62553491,0.0
2016-09-06,CHTR,rebalance_exit,False,Completed,0,-423,279.95,100466.73,0.0
2016-09-06,MSI,rebalance_exit,False,Completed,0,-1687,67.2620471002,99955.37517234011,0.0
2016-10-04,NVDA,rebalance_entry,True,Completed,0,59410,1.6856657124,100145.399973684,0.0
2016-10-04,YUM,rebalance_entry,True,Completed,0,1839,54.5043448466,100233.4901728974,0.0
2016-10-25,KMB,stop_loss,False,Completed,3,-1103,81.46176544638,99835.91920817459,0.0
2016-10-25,KMB,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-02,AMAT,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-11-02,AMAT,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-02,CLX,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-11-02,CLX,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-02,KLAC,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-11-02,KLAC,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-02,LII,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-11-02,LII,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-02,MO,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-11-02,MO,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-02,NVDA,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-11-02,NVDA,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-02,SPGI,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-11-02,SPGI,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-02,UPS,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-11-02,UPS,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-02,YUM,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2016-11-02,YUM,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2016-11-03,AMAT,rebalance_exit,False,Completed,0,-3669,25.6624860444,100329.2618099457,0.0
2016-11-03,CLX,rebalance_exit,False,Completed,0,-1034,86.9129407544,100056.5655910634,0.0
2016-11-03,KLAC,rebalance_exit,False,Completed,0,-1610,64.0496506572,99761.808761013,0.0
2016-11-03,LII,rebalance_exit,False,Completed,0,-815,126.7101466832,99690.5832659905,0.0
2016-11-03,MO,rebalance_exit,False,Completed,0,-3060,33.6531431857,99829.01023493399,0.0
2016-11-03,NVDA,rebalance_exit,False,Completed,0,-59410,1.6986985764,100145.399973684,0.0
2016-11-03,SPGI,rebalance_exit,False,Completed,0,-881,109.2955974168,100408.62553491,0.0
2016-11-03,UPS,rebalance_exit,False,Completed,0,-1421,73.8229924147,99810.9759627771,0.0
2016-11-03,YUM,rebalance_exit,False,Completed,0,-1839,50.39368837199999,100233.4901728974,0.0
2016-12-02,CLX,rebalance_entry,True,Completed,0,1168,85.963401993,100405.25352782401,0.0
2016-12-02,GEN,rebalance_entry,True,Completed,0,8546,11.671391428,99743.711143688,0.0
2016-12-02,KMB,rebalance_entry,True,Completed,0,1221,81.9999133884,100121.8942472364,0.0
2016-12-02,LII,rebalance_entry,True,Completed,0,756,132.0038945192,99794.9442565152,0.0
2016-12-02,LMT,rebalance_entry,True,Completed,0,482,207.2981380296,99917.70253026721,0.0
2016-12-02,NVDA,rebalance_entry,True,Completed,0,46332,2.1390964428,99108.61638780961,0.0
2016-12-02,OKE,rebalance_entry,True,Completed,0,3294,30.3732146236,100049.3689701384,0.0
2016-12-02,SPGI,rebalance_entry,True,Completed,0,937,106.7412375559,100016.5395898783,0.0
2016-12-02,TPL,rebalance_entry,True,Completed,0,3390,29.5249677342,100089.640618938,0.0
2016-12-02,UPS,rebalance_entry,True,Completed,0,1238,80.8993241374,100153.3632821012,0.0
2016-12-20,NVDA,take_profit,False,Completed,2,-46332,2.5754859083,99108.61638780961,0.0
2016-12-20,NVDA,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2017-01-04,GEN,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2017-01-04,GEN,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2017-01-04,KMB,stop_loss,False,Canceled,3,0,0.0,0.0,0.0
2017-01-04,KMB,take_profit,False,Canceled,2,0,0.0,0.0,0.0
2017-01-04,NVDA,rebalance_entry,True,Margin,0,0,0.0,0.0,0.0
2017-01-04,STLD,rebalance_entry,True,Margin,0,0,0.0,0.0,0.0
2017-01-04,MO,rebalance_entry,True,Completed,0,2834,35.5648519215,100790.790345531,0.0
2017-01-05,GEN,rebalance_exit,False,Completed,0,-8546,11.9176233146,99743.711143688,0.0
2017-01-05,KMB,rebalance_exit,False,Completed,0,-1221,83.4124012215,100121.8942472364,0.0
