simulation,annualized_sharpe,final_equity,strategy_sharpe,p_value
0,0.5018191169466814,2689699.5921729617,0.7309667206114111,0.061
1,0.6267856981103705,3289528.4564618347,0.7309667206114111,0.061
2,0.7197978574003342,3533039.8691167883,0.7309667206114111,0.061
3,0.6383125406031204,3142671.7642383524,0.7309667206114111,0.061
4,0.5868043286286158,3075577.4999947553,0.7309667206114111,0.061
5,0.5451541613477204,2759455.5630410807,0.7309667206114111,0.061
6,0.7082843246493769,3253685.7755580754,0.7309667206114111,0.061
7,0.6826744739935994,3314912.4723470043,0.7309667206114111,0.061
8,0.6813239619209438,3150595.9176465427,0.7309667206114111,0.061
9,0.6070898421890817,3306097.0353563814,0.7309667206114111,0.061
10,0.5211999649887147,2675303.405758515,0.7309667206114111,0.061
11,0.6250150853391707,3255314.0081592067,0.7309667206114111,0.061
12,0.5331341517991466,2774712.1494417815,0.7309667206114111,0.061
13,0.5727244679776179,2931215.2231664434,0.7309667206114111,0.061
14,0.5557007237908086,3058562.641686255,0.7309667206114111,0.061
15,0.6989951176826675,3388510.5987910144,0.7309667206114111,0.061
16,0.6054331666831169,3376698.663172092,0.7309667206114111,0.061
17,0.5507074371156808,3069156.705492463,0.7309667206114111,0.061
18,0.7752159244433633,3761043.090491989,0.7309667206114111,0.061
19,0.7816086093019619,3907677.78949776,0.7309667206114111,0.061
20,0.610831415401027,2962926.9808230507,0.7309667206114111,0.061
21,0.6873451739410664,3257373.8355461326,0.7309667206114111,0.061
22,0.48907365265323743,2657112.9002368934,0.7309667206114111,0.061
23,0.6111140467027247,3363920.9663858763,0.7309667206114111,0.061
24,0.6136533714126051,3102953.243708415,0.7309667206114111,0.061
25,0.6252809383817742,3315729.778887426,0.7309667206114111,0.061
26,0.5843369451269742,3226003.3734242134,0.7309667206114111,0.061
27,0.4938103368662337,2822929.244836212,0.7309667206114111,0.061
28,0.6524822029916294,3154446.1001805873,0.7309667206114111,0.061
29,0.5518304710917005,3111173.7331791776,0.7309667206114111,0.061
30,0.5566421667232526,3033530.149459243,0.7309667206114111,0.061
31,0.6408059318720316,3139430.6659053667,0.7309667206114111,0.061
32,0.6551823009519088,3354931.764828491,0.7309667206114111,0.061
33,0.49596344133442266,2643246.912051208,0.7309667206114111,0.061
34,0.6140752755249518,3283285.221405801,0.7309667206114111,0.061
35,0.514761701936465,2715830.4415357877,0.7309667206114111,0.061
36,0.6318129740696707,3154979.983992578,0.7309667206114111,0.061
37,0.6000972843912583,3433890.866950854,0.7309667206114111,0.061
38,0.5569754696697766,3085822.4966479354,0.7309667206114111,0.061
39,0.6401521354423981,2956913.777822604,0.7309667206114111,0.061
40,0.5382447616701982,3003028.45016673,0.7309667206114111,0.061
41,0.6150697285650822,3118056.505905445,0.7309667206114111,0.061
42,0.733394187142413,3395950.067361499,0.7309667206114111,0.061
43,0.6307362929408579,3230207.742846905,0.7309667206114111,0.061
44,0.748818712215393,3574108.9888264057,0.7309667206114111,0.061
45,0.493739996226121,2619450.126365289,0.7309667206114111,0.061
46,0.5992590091327109,3269977.9868149008,0.7309667206114111,0.061
47,0.6349598012390976,3345991.4356614985,0.7309667206114111,0.061
48,0.534470807607341,2865730.8212443977,0.7309667206114111,0.061
49,0.46406946733421706,2551467.5283882846,0.7309667206114111,0.061
50,0.487412383093507,2408680.697090845,0.7309667206114111,0.061
51,0.6817021882627952,3383579.181963448,0.7309667206114111,0.061
52,0.5475889894913515,2958225.3227286264,0.7309667206114111,0.061
53,0.4641434173022245,2525669.7785858004,0.7309667206114111,0.061
54,0.6305143426596279,3465110.6200059527,0.7309667206114111,0.061
55,0.5471125345888432,2759293.2474805648,0.7309667206114111,0.061
56,0.6596510436017405,3223021.005479337,0.7309667206114111,0.061
57,0.5181954604258471,2742785.555139783,0.7309667206114111,0.061
58,0.6302318515003086,3361586.6215977357,0.7309667206114111,0.061
59,0.5983301112388724,2988099.476770743,0.7309667206114111,0.061
60,0.6190791131644838,3200242.8248247844,0.7309667206114111,0.061
61,0.6194271201708934,3272050.4665652732,0.7309667206114111,0.061
62,0.6023485508873401,3252695.1509526335,0.7309667206114111,0.061
63,0.619357857784655,3076958.6495771767,0.7309667206114111,0.061
64,0.49889998001030456,2800294.3656749106,0.7309667206114111,0.061
65,0.7889680302146106,3790960.3656209484,0.7309667206114111,0.061
66,0.5778535489354071,3194726.999399622,0.7309667206114111,0.061
67,0.520089362024351,2836175.9104136326,0.7309667206114111,0.061
68,0.6008148606691304,3058512.564793854,0.7309667206114111,0.061
69,0.6695070908383838,3239398.3864303613,0.7309667206114111,0.061
70,0.6327250563173848,3118394.8074941174,0.7309667206114111,0.061
71,0.6702972936666378,3357627.9703451064,0.7309667206114111,0.061
72,0.4723646859767943,2512614.799054628,0.7309667206114111,0.061
73,0.7410589223892848,3609443.4884278723,0.7309667206114111,0.061
74,0.6774982294265535,3424632.2955225413,0.7309667206114111,0.061
75,0.6570544874274226,3461215.7408030066,0.7309667206114111,0.061
76,0.5606496419572021,2973235.749307824,0.7309667206114111,0.061
77,0.43340815032123836,2339782.4853685563,0.7309667206114111,0.061
78,0.7470785271678471,3571276.887299874,0.7309667206114111,0.061
79,0.564382598135595,3040714.9924157765,0.7309667206114111,0.061
80,0.624146410815832,3260592.5054552946,0.7309667206114111,0.061
81,0.4420874883778525,2466736.9689692296,0.7309667206114111,0.061
82,0.7122925693922385,3373789.1150219017,0.7309667206114111,0.061
83,0.6063947215105273,3146623.7433342803,0.7309667206114111,0.061
84,0.6417140394155302,3699038.229188198,0.7309667206114111,0.061
85,0.5489578295837949,2740398.689026938,0.7309667206114111,0.061
86,0.5278535021418856,2834711.8696725043,0.7309667206114111,0.061
87,0.5292218070990556,2857973.8325318024,0.7309667206114111,0.061
88,0.4679863950949268,2425616.92488438,0.7309667206114111,0.061
89,0.6676399675852541,3308500.5561434,0.7309667206114111,0.061
90,0.6042313133618691,2936653.1014346858,0.7309667206114111,0.061
91,0.5417920325899055,2817034.3718851893,0.7309667206114111,0.061
92,0.6359832702179479,3103039.2627431895,0.7309667206114111,0.061
93,0.5268316482952075,2725971.028980736,0.7309667206114111,0.061
94,0.6523975577745106,3264208.0361400666,0.7309667206114111,0.061
95,0.6526049364810411,3102366.097046504,0.7309667206114111,0.061
96,0.595860645990772,3192056.4974213005,0.7309667206114111,0.061
97,0.593311756722672,2885471.106874092,0.7309667206114111,0.061
98,0.6025129666179362,3266138.2339875936,0.7309667206114111,0.061
99,0.5837940137000093,3165597.432809015,0.7309667206114111,0.061
100,0.6404718620417658,3062692.207979494,0.7309667206114111,0.061
101,0.6970979120185901,3239293.363529006,0.7309667206114111,0.061
102,0.5868949981115732,3063828.3686607904,0.7309667206114111,0.061
103,0.5720329483099054,2957374.953066922,0.7309667206114111,0.061
104,0.5821685211764686,3023525.420003735,0.7309667206114111,0.061
105,0.5862631178797548,2902839.2333326344,0.7309667206114111,0.061
106,0.620282785266998,3246943.1108428547,0.7309667206114111,0.061
107,0.6839637402846057,3323757.608154418,0.7309667206114111,0.061
108,0.577195950196479,3146334.022258191,0.7309667206114111,0.061
109,0.6336779902557906,3271704.9226353867,0.7309667206114111,0.061
110,0.508391040975701,2781313.3235245035,0.7309667206114111,0.061
111,0.5796041843464431,3142705.1006073677,0.7309667206114111,0.061
112,0.6030823837185678,3037482.812656807,0.7309667206114111,0.061
113,0.5280621594188111,2846566.367643737,0.7309667206114111,0.061
114,0.6249291136807699,3085579.7235548478,0.7309667206114111,0.061
115,0.5378076069696861,2727909.961811751,0.7309667206114111,0.061
116,0.5000930484936098,2753016.3485871814,0.7309667206114111,0.061
117,0.4977681900802348,2763490.9753570734,0.7309667206114111,0.061
118,0.5699118707679018,3147311.00680199,0.7309667206114111,0.061
119,0.4502893706947875,2424067.5345381876,0.7309667206114111,0.061
120,0.6161511126669479,3189657.664931004,0.7309667206114111,0.061
121,0.6258202899120423,3060514.490553123,0.7309667206114111,0.061
122,0.7472326129524282,3558856.0887787994,0.7309667206114111,0.061
123,0.5091595617569871,2720981.0804973477,0.7309667206114111,0.061
124,0.6102790858961176,3139813.61114051,0.7309667206114111,0.061
125,0.579327274543396,3007032.576717024,0.7309667206114111,0.061
126,0.6585453932717501,3382483.1775106513,0.7309667206114111,0.061
