month,factor,ticker,weight
2024-12-31,roe,AAPL,0.010101010101010102
2024-12-31,roe,ABBV,0.010101010101010102
2024-12-31,roe,ADBE,0.010101010101010102
2024-12-31,roe,ADP,0.010101010101010102
2024-12-31,roe,ADSK,0.010101010101010102
2024-12-31,roe,AES,0.010101010101010102
2024-12-31,roe,ALLE,0.010101010101010102
2024-12-31,roe,AMAT,0.010101010101010102
2024-12-31,roe,AMGN,0.010101010101010102
2024-12-31,roe,AMP,0.010101010101010102
2024-12-31,roe,AON,0.010101010101010102
2024-12-31,roe,APA,0.010101010101010102
2024-12-31,roe,APO,0.010101010101010102
2024-12-31,roe,APP,0.010101010101010102
2024-12-31,roe,AXP,0.010101010101010102
2024-12-31,roe,BA,0.010101010101010102
2024-12-31,roe,BALL,0.010101010101010102
2024-12-31,roe,BBY,0.010101010101010102
2024-12-31,roe,CAT,0.010101010101010102
2024-12-31,roe,CDW,0.010101010101010102
2024-12-31,roe,CHTR,0.010101010101010102
2024-12-31,roe,CL,0.010101010101010102
2024-12-31,roe,CLX,0.010101010101010102
2024-12-31,roe,CMG,0.010101010101010102
2024-12-31,roe,COR,0.010101010101010102
2024-12-31,roe,COST,0.010101010101010102
2024-12-31,roe,CTAS,0.010101010101010102
2024-12-31,roe,DAL,0.010101010101010102
2024-12-31,roe,DECK,0.010101010101010102
2024-12-31,roe,DRI,0.010101010101010102
2024-12-31,roe,DVA,0.010101010101010102
2024-12-31,roe,EBAY,0.010101010101010102
2024-12-31,roe,EME,0.010101010101010102
2024-12-31,roe,EW,0.010101010101010102
2024-12-31,roe,EXPE,0.010101010101010102
2024-12-31,roe,FAST,0.010101010101010102
2024-12-31,roe,FTNT,0.010101010101010102
2024-12-31,roe,GDDY,0.010101010101010102
2024-12-31,roe,GWW,0.010101010101010102
2024-12-31,roe,HD,0.010101010101010102
2024-12-31,roe,HON,0.010101010101010102
2024-12-31,roe,HSY,0.010101010101010102
2024-12-31,roe,IDXX,0.010101010101010102
2024-12-31,roe,IT,0.010101010101010102
2024-12-31,roe,ITW,0.010101010101010102
2024-12-31,roe,JBL,0.010101010101010102
2024-12-31,roe,KLAC,0.010101010101010102
2024-12-31,roe,KMB,0.010101010101010102
2024-12-31,roe,KO,0.010101010101010102
2024-12-31,roe,LII,0.010101010101010102
2024-12-31,roe,LLY,0.010101010101010102
2024-12-31,roe,LMT,0.010101010101010102
2024-12-31,roe,LRCX,0.010101010101010102
2024-12-31,roe,LULU,0.010101010101010102
2024-12-31,roe,LVS,0.010101010101010102
2024-12-31,roe,LYV,0.010101010101010102
2024-12-31,roe,MA,0.010101010101010102
2024-12-31,roe,MCO,0.010101010101010102
2024-12-31,roe,META,0.010101010101010102
2024-12-31,roe,MMM,0.010101010101010102
2024-12-31,roe,MSFT,0.010101010101010102
2024-12-31,roe,MSI,0.010101010101010102
2024-12-31,roe,NCLH,0.010101010101010102
2024-12-31,roe,NFLX,0.010101010101010102
2024-12-31,roe,NKE,0.010101010101010102
2024-12-31,roe,NTAP,0.010101010101010102
2024-12-31,roe,NVDA,0.010101010101010102
2024-12-31,roe,NVR,0.010101010101010102
2024-12-31,roe,OMC,0.010101010101010102
2024-12-31,roe,ORCL,0.010101010101010102
2024-12-31,roe,PANW,0.010101010101010102
2024-12-31,roe,PAYX,0.010101010101010102
2024-12-31,roe,PEP,0.010101010101010102
2024-12-31,roe,PGR,0.010101010101010102
2024-12-31,roe,PODD,0.010101010101010102
2024-12-31,roe,QCOM,0.010101010101010102
2024-12-31,roe,RCL,0.010101010101010102
2024-12-31,roe,ROL,0.010101010101010102
2024-12-31,roe,ROST,0.010101010101010102
2024-12-31,roe,SHW,0.010101010101010102
2024-12-31,roe,SMCI,0.010101010101010102
2024-12-31,roe,SPG,0.010101010101010102
2024-12-31,roe,SYY,0.010101010101010102
2024-12-31,roe,TJX,0.010101010101010102
2024-12-31,roe,TPL,0.010101010101010102
2024-12-31,roe,TRGP,0.010101010101010102
2024-12-31,roe,TSCO,0.010101010101010102
2024-12-31,roe,TT,0.010101010101010102
2024-12-31,roe,UBER,0.010101010101010102
2024-12-31,roe,ULTA,0.010101010101010102
2024-12-31,roe,UNP,0.010101010101010102
2024-12-31,roe,V,0.010101010101010102
2024-12-31,roe,VRSK,0.010101010101010102
2024-12-31,roe,VRT,0.010101010101010102
2024-12-31,roe,VST,0.010101010101010102
2024-12-31,roe,WAT,0.010101010101010102
2024-12-31,roe,WM,0.010101010101010102
2024-12-31,roe,WSM,0.010101010101010102
2024-12-31,roe,ZTS,0.010101010101010102
2024-12-31,roe,ADI,-0.010101010101010102
2024-12-31,roe,AIG,-0.010101010101010102
2024-12-31,roe,ALB,-0.010101010101010102
2024-12-31,roe,AMD,-0.010101010101010102
2024-12-31,roe,ARE,-0.010101010101010102
2024-12-31,roe,AZO,-0.010101010101010102
